,Year,Month,Day,Date,Latitude,Longitude,Zonal_Winds,Meridional_Winds,Humidity,Air_Temp,Sea_Surface_Temp,ground_truth
61346,95,6,14,950614,-4.97,-109.99,0.3111111111111111,0.6272727272727273,0.8549222797927465,0.12480739599383672,0.08695652173913038,1
48175,94,5,23,940523,4.97,137.03,0.3155555555555556,0.6772727272727272,0.7279792746113989,0.22265023112480753,0.21493027071369974,1
75447,93,7,10,930710,7.99,-125.0,0.3466666666666667,0.55,0.823834196891192,0.14714946070878288,0.09515996718621822,1
75413,93,6,6,930606,7.98,-125.01,0.15555555555555556,0.5818181818181818,0.28238341968911906,0.22342064714946086,0.23954060705496327,1
57884,98,1,29,980129,4.97,-169.97,0.27555555555555555,0.6454545454545455,0.707253886010363,0.2064714946070878,0.25840853158326516,1
24901,97,4,16,970416,2.0,156.0,0.2977777777777778,0.509090909090909,0.9041450777202074,0.19953775038520805,0.1624282198523379,1
72431,95,2,20,950220,-4.98,-179.95,0.3155555555555556,0.7863636363636364,0.6735751295336789,0.2627118644067796,0.48892534864643133,1
36141,96,11,29,961129,-2.02,-139.95,0.7733333333333334,0.4681818181818182,0.6217616580310881,0.7473035439137135,0.8113207547169812,1
45826,94,9,28,940928,5.07,-109.97,0.2666666666666667,0.6727272727272727,0.8056994818652852,0.15254237288135597,0.1353568498769484,1
88884,94,2,12,940212,-7.99,164.97,0.2977777777777778,0.6136363636363636,0.8134715025906734,0.1371340523882898,0.10746513535684965,1
16264,97,9,2,970902,-0.01,-94.99,0.2844444444444445,0.11818181818181817,0.5207253886010363,0.7026194144838211,0.7596390484003281,1
77954,97,4,5,970405,7.95,-154.99,0.7377777777777779,0.8318181818181818,0.707253886010363,0.5770416024653315,0.7703035274815422,1
35007,93,5,6,930506,-1.97,-139.99,0.2488888888888889,0.6409090909090909,0.42746113989637324,0.24653312788906012,0.23379819524200163,1
265,94,8,4,940804,-0.02,-110.03,0.4666666666666667,0.4409090909090909,0.36010362694300513,0.8197226502311248,0.9507793273174734,1
49878,97,6,15,970615,4.91,-139.83,0.29333333333333333,0.6818181818181819,0.7227979274611398,0.38212634822804326,0.37653814602132885,1
11791,92,10,30,921030,-0.03,-170.02,0.8133333333333335,0.4727272727272727,0.5673575129533677,0.785053929121726,0.8506972928630026,1
71225,96,4,18,960418,-5.0,-170.03,0.3111111111111111,0.6272727272727273,0.8549222797927465,0.12480739599383672,0.08695652173913038,1
43380,97,1,5,970105,-2.01,-179.98,0.33333333333333337,0.8318181818181818,0.937823834196891,0.3351309707241912,0.5045118949958982,1
88268,98,5,4,980504,-8.28,-154.96,0.35555555555555557,0.6318181818181818,0.9818652849740932,0.08551617873651773,0.040196882690730185,1
347,94,10,25,941025,0.02,-110.02,0.8133333333333335,0.3409090909090909,0.5932642487046631,0.6579352850539293,0.9286300246103361,1
11803,92,11,11,921111,-0.03,-170.02,0.22222222222222224,0.6409090909090909,0.7098445595854921,0.1371340523882898,0.07054963084495469,1
24314,94,11,12,941112,2.02,156.01,0.3244444444444445,0.6545454545454545,0.8056994818652852,0.1479198767334362,0.11977030352748153,1
65830,98,6,1,980601,-5.01,-139.92,0.3066666666666667,0.6136363636363636,0.5155440414507773,0.20184899845916804,0.17473338802296956,1
17233,95,4,4,950404,2.03,-110.1,0.28,0.5681818181818181,0.766839378238342,0.2981510015408322,0.28630024610336346,1
51260,92,6,4,920604,5.0,-154.89,0.29333333333333333,0.6818181818181819,0.7227979274611398,0.38212634822804326,0.37653814602132885,1
60448,92,11,9,921109,-5.0,-110.0,0.7644444444444445,0.25909090909090904,0.650259067357513,0.780431432973806,0.8826907301066447,1
48396,91,1,18,910118,5.06,-140.04,0.13777777777777783,0.6181818181818182,0.6373056994818653,0.13790446841294313,0.2534864643150123,1
39515,93,6,29,930629,-1.96,164.39,0.34222222222222226,0.6,0.9300518134715023,0.009244992295839971,0.0,1
73087,94,4,30,940430,-4.99,-95.0,0.37333333333333335,0.13181818181818178,0.5777202072538863,0.7704160246533129,0.8014766201804755,1
11372,97,11,26,971126,0.0,164.99,0.2977777777777778,0.65,0.28497409326424883,0.1956856702619416,0.22559474979491378,1
66563,93,7,20,930720,-5.01,-154.96,0.24444444444444446,0.6545454545454545,0.6787564766839376,0.18644067796610186,0.23625922887612782,1
69882,96,2,5,960205,-4.98,165.16,0.18222222222222223,0.65,0.707253886010363,0.18798151001540853,0.2739950779327316,1
