,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,ground_truth
0,2,0.455,0.365,0.095,0.18133522224189835,0.15030262273032952,0.13232389730085567,0.14798206278026907,0.5,0
1,2,0.35,0.265,0.09,0.07915707455285993,0.06624075319435103,0.06319947333772219,0.06826108619830595,0.2142857142857143,0
2,0,0.53,0.42,0.135,0.23906499026031522,0.17182246133154,0.1856484529295589,0.20777279521674144,0.2857142857142857,0
3,2,0.44,0.365,0.125,0.18204356295378077,0.14425016812373906,0.14944042132982224,0.15296462381664178,0.3214285714285714,0
4,1,0.33,0.255,0.08,0.07189658225606516,0.05951580363147275,0.051349572086899276,0.05331340308918785,0.2142857142857143,0
5,1,0.425,0.3,0.095,0.12378253940145209,0.09414929388029587,0.10138248847926266,0.1180866965620329,0.25,0
6,0,0.53,0.415,0.15,0.2746591110324066,0.15870880968392734,0.1856484529295589,0.32735426008968616,0.6785714285714285,0
7,0,0.545,0.425,0.125,0.2712944926509651,0.19704102219233352,0.19618169848584593,0.25759840558046837,0.5357142857142857,0
8,2,0.475,0.37,0.125,0.1797414556401629,0.14492266308002688,0.14746543778801843,0.1629297458893872,0.2857142857142857,0
9,0,0.55,0.44,0.15,0.31609704267752786,0.210827168796234,0.19815668202764974,0.31738913801694074,0.6428571428571428,0
10,0,0.525,0.38,0.14,0.2140959801664601,0.1297915265635507,0.19354838709677416,0.20777279521674144,0.4642857142857143,0
11,2,0.43,0.35,0.11,0.14308482380024792,0.11197041022192333,0.10599078341013825,0.133034379671151,0.3214285714285714,0
12,2,0.49,0.38,0.135,0.19107490703028154,0.1455951580363147,0.12442396313364054,0.18784255107125067,0.35714285714285715,0
13,0,0.535,0.405,0.145,0.24172126792987425,0.18258238063214524,0.22448979591836735,0.20279023418036873,0.3214285714285714,0
14,0,0.47,0.355,0.1,0.16769966353816185,0.11197041022192333,0.1053324555628703,0.18285999003487796,0.3214285714285714,0
15,2,0.5,0.4,0.13,0.2346378608110501,0.17283120376597175,0.17445687952600394,0.2376681614349776,0.39285714285714285,0
16,1,0.355,0.28,0.085,0.10217814768903842,0.06321452589105582,0.051349572086899276,0.11310413552566022,0.2142857142857143,0
17,0,0.44,0.34,0.1,0.15902248981760228,0.1257565568258238,0.1138907175773535,0.1280518186347783,0.3214285714285714,0
18,2,0.365,0.295,0.08,0.08978218523109616,0.06455951580363141,0.055957867017774846,0.09815645241654213,0.2142857142857143,0
19,2,0.45,0.32,0.1,0.13423056490171772,0.11398789509078681,0.09809084924292297,0.11310413552566022,0.2857142857142857,0
20,2,0.355,0.28,0.095,0.08624048167168408,0.06355077336919973,0.08097432521395655,0.07324364723467863,0.35714285714285715,0
21,1,0.38,0.275,0.1,0.07915707455285993,0.053127101546738394,0.06385780118499013,0.08320876930742405,0.3214285714285714,0
22,0,0.565,0.44,0.155,0.3320347086948822,0.2868190988567585,0.2811059907834101,0.2675635276532138,0.39285714285714285,0
23,0,0.55,0.415,0.135,0.2697007260492297,0.2131809011432414,0.2758393680052666,0.19780767314399605,0.2857142857142857,0
24,0,0.615,0.48,0.165,0.4106605277138303,0.3443174176193678,0.39565503620803155,0.30244145490782265,0.3214285714285714,0
25,0,0.56,0.44,0.14,0.32813883477952893,0.2565568258238063,0.24687294272547727,0.2974588938714499,0.35714285714285715,0
26,0,0.58,0.45,0.185,0.35186824862758986,0.2646267652992602,0.3574720210664911,0.2825112107623318,0.35714285714285715,0
27,2,0.59,0.445,0.14,0.329024260669382,0.23873570948217884,0.30743910467412755,0.2775286497259592,0.39285714285714285,0
28,2,0.605,0.475,0.18,0.3309721976270586,0.26429051782111623,0.28768926925608934,0.29247633283507724,0.5,0
29,2,0.575,0.425,0.14,0.30511776164335047,0.2636180228648284,0.2982225148123764,0.19780767314399605,0.35714285714285715,0
30,2,0.58,0.47,0.165,0.3525765893394723,0.26395427034297236,0.3179723502304147,0.32735426008968616,0.3214285714285714,0
31,0,0.68,0.56,0.165,0.5797768726757571,0.4065232010759919,0.3686635944700461,0.45690084703537626,0.5,0
32,2,0.665,0.525,0.165,0.4731715955374535,0.37020847343644914,0.47004608294930866,0.34728450423517687,0.6071428571428571,0
33,0,0.68,0.55,0.175,0.6360899592704091,0.5474108944182917,0.5161290322580645,0.4519182859990035,0.6428571428571428,0
34,0,0.705,0.55,0.2,0.6047458827696122,0.4250168123739071,0.5411454904542461,0.4867962132536124,0.42857142857142855,0
35,2,0.465,0.355,0.105,0.16911634496192668,0.151983860121049,0.16260697827518103,0.1230692575984056,0.25,0
36,0,0.54,0.475,0.155,0.4303169824685674,0.3560860793544047,0.4042132982225148,0.33731938216243157,0.5357142857142857,0
37,0,0.45,0.355,0.105,0.1843456702673986,0.15870880968392734,0.15273206056616195,0.1429995017438964,0.25,0
38,0,0.575,0.445,0.135,0.312024083584204,0.2555480833893745,0.26728110599078336,0.25759840558046837,0.35714285714285715,0
39,2,0.355,0.29,0.09,0.11528245085886311,0.0894418291862811,0.11257406188281763,0.08819133034379673,0.2857142857142857,0
40,0,0.45,0.335,0.105,0.14981406056313085,0.12474781439139204,0.11915734035549702,0.11310413552566022,0.2857142857142857,0
41,0,0.55,0.425,0.135,0.300867717372056,0.2427706792199058,0.2574061882817643,0.2675635276532138,0.4642857142857143,0
42,1,0.24,0.175,0.045,0.024083584204002126,0.020511096166778743,0.03028308097432521,0.018435475834578975,0.14285714285714285,0
43,1,0.205,0.15,0.055,0.014166814237648309,0.016476126429051777,0.01909150757077024,0.010463378176382663,0.14285714285714285,0
44,1,0.21,0.15,0.05,0.014166814237648309,0.011096166778749158,0.015799868334430544,0.013452914798206279,0.10714285714285714,0
45,1,0.39,0.295,0.095,0.07118824154418275,0.058170813718897096,0.058591178406846606,0.07324364723467863,0.2142857142857143,0
46,2,0.47,0.37,0.12,0.20453338055604747,0.1963685272360457,0.2982225148123764,0.1380169407075237,0.2857142857142857,0
47,0,0.46,0.375,0.12,0.16238710819904376,0.1186953597848016,0.14417379855167872,0.14798206278026907,0.2142857142857143,0
48,1,0.325,0.245,0.07,0.05631308659465203,0.050100874243443165,0.03291639236339697,0.043348281016442454,0.17857142857142855,0
49,0,0.525,0.425,0.16,0.29520099167699665,0.2377269670477471,0.28044766293614215,0.2426507224713503,0.2857142857142857,0
50,1,0.52,0.41,0.12,0.21002302107313617,0.15971755211835909,0.1454904542462146,0.18784255107125067,0.25,0
51,2,0.4,0.32,0.095,0.10660527713830352,0.08910558170813719,0.07834101382488479,0.09815645241654213,0.2142857142857143,0
52,2,0.485,0.36,0.13,0.19107490703028154,0.1738399462004035,0.12574061882817641,0.15794718485301448,0.3214285714285714,0
53,0,0.47,0.36,0.12,0.16840800425004426,0.14088769334229992,0.13824884792626727,0.14798206278026907,0.3214285714285714,0
54,2,0.405,0.31,0.1,-0.13626743882682615,-0.10763420749054711,-0.3397541864078249,-0.26470510083494314,-0.027185739560133038,1
55,0,0.5,0.4,0.14,0.23357534974322647,0.17182246133154,0.23041474654377878,0.21773791728948683,0.25,0
56,2,0.445,0.35,0.12,0.156012041792102,0.1284465366509751,0.12508229098090848,0.133034379671151,0.25,0
57,2,0.47,0.385,0.135,0.20807508411545955,0.18527236045729656,0.1573403554970375,0.1679123069257599,0.25,0
58,1,0.245,0.19,0.06,0.029750309899061446,0.027572293207800937,0.01777485187623423,0.023418036870951675,0.10714285714285714,0
59,0,0.505,0.4,0.125,0.20577297680184167,0.1647612642905178,0.1705069124423963,0.17289486796213255,0.2142857142857143,0
60,2,0.45,0.345,0.105,0.14503276075792454,0.12037659717552117,0.14746543778801843,0.133034379671151,0.2142857142857143,0
61,2,0.505,0.405,0.11,0.2206481317513724,0.20443846671149962,0.21000658327847266,0.17289486796213255,0.2857142857142857,0
62,0,0.53,0.41,0.13,0.24597131220116877,0.20242098184263616,0.2541145490454246,0.19780767314399605,0.3214285714285714,0
63,2,0.425,0.325,0.095,0.1333451390118647,0.11398789509078681,0.10467412771560236,0.09815645241654213,0.2142857142857143,0
64,2,0.52,0.4,0.12,0.20471046573401805,0.15669132481506381,0.17248189598420013,0.18285999003487796,0.25,0
65,2,0.475,0.355,0.12,0.16929343013989728,0.15669132481506381,0.13298222514812377,0.133034379671151,0.25,0
66,0,0.565,0.44,0.16,0.3233575349743227,0.2373907195696032,0.2541145490454246,0.31738913801694074,0.39285714285714285,0
67,0,0.595,0.495,0.185,0.45440056667256945,0.2790854068594485,0.29427254772876876,0.4818136522172397,0.42857142857142855,0
68,0,0.475,0.39,0.12,0.18717903311492826,0.1429051782111634,0.15141540487162605,0.1679123069257599,0.3214285714285714,0
69,1,0.31,0.235,0.07,0.05277138303523995,0.041694687289845316,0.052666227781435156,0.043348281016442454,0.17857142857142855,0
70,2,0.555,0.425,0.13,0.2707632371170533,0.1768661735036987,0.2205398288347597,0.27254608868958646,0.42857142857142855,0
71,0,0.4,0.32,0.11,0.1243137949353639,0.09381304640215199,0.12903225806451613,0.09815645241654213,0.25,0
72,0,0.595,0.475,0.17,0.44094209314680366,0.32212508406186946,0.2955892034233048,0.42202291978076734,0.6785714285714285,0
73,2,0.57,0.48,0.175,0.41898353107844877,0.31809011432414247,0.3429888084265964,0.3771798704534131,0.35714285714285715,0
74,0,0.605,0.45,0.195,0.3881707101115637,0.32279757901815725,0.3805134957208689,0.31240657698056806,0.42857142857142855,0
75,0,0.6,0.475,0.15,0.35611829289888436,0.2969065232010759,0.29032258064516125,0.2775286497259592,0.5,0
76,2,0.595,0.475,0.14,0.33362847529661765,0.24310692669804973,0.248189598420013,0.31240657698056806,0.2857142857142857,0
77,0,0.6,0.47,0.15,0.32583672746591114,0.24344317417619363,0.2547728768926924,0.30244145490782265,0.3214285714285714,0
78,0,0.555,0.425,0.14,0.2783778997697892,0.18897108271687957,0.20934825543120472,0.2825112107623318,0.35714285714285715,0
79,0,0.615,0.475,0.17,0.3897644767132991,0.31506388702084726,0.30941408821593147,0.3423019431988042,0.4642857142857143,0
80,0,0.575,0.445,0.14,0.33256596422879403,0.25790181573638193,0.3311389071757735,0.2825112107623318,0.2857142857142857,0
81,2,0.62,0.51,0.175,0.5712767841331681,0.34263618022864817,0.25213956550362077,0.6711509715994023,0.39285714285714285,0
82,0,0.52,0.425,0.165,0.3493890561360014,0.26563550773369193,0.2955892034233048,0.31738913801694074,0.5357142857142857,0
83,2,0.595,0.475,0.16,0.4659111032406587,0.27370544720914586,0.30743910467412755,0.576482311908321,0.7142857142857143,0
84,2,0.58,0.45,0.14,0.35806622985656095,0.2548755884330867,0.2837393021724819,0.3572496263079223,0.4642857142857143,0
85,0,0.57,0.465,0.18,0.45794227023198153,0.22730329522528572,0.29229756418696506,0.43697060288988543,0.39285714285714285,0
86,2,0.625,0.465,0.14,0.42252523463786085,0.32380632145258903,0.2692560895325872,0.3971101145989039,0.42857142857142855,0
87,2,0.56,0.44,0.16,0.3054719319992917,0.22158708809683925,0.2725477287689269,0.25759840558046837,0.3214285714285714,0
88,0,0.46,0.355,0.13,0.18239773330972198,0.1476126429051782,0.14944042132982224,0.1629297458893872,0.2857142857142857,0
89,0,0.575,0.45,0.16,0.3454931822206481,0.21015467383994618,0.30348913759052004,0.32735426008968616,0.39285714285714285,0
90,2,0.565,0.425,0.135,0.28670090313440766,0.22864828513786145,0.21988150098749176,0.2526158445440957,0.5,0
91,2,0.555,0.44,0.15,0.2666902780237294,0.2057834566240753,0.20013166556945355,0.25759840558046837,0.39285714285714285,0
92,2,0.595,0.465,0.175,0.39419160616256416,0.269334229993275,0.33377221856484524,0.38714499252615847,0.42857142857142855,0
93,0,0.625,0.495,0.165,0.4462546484859217,0.3402824478816408,0.4180381830151415,0.38714499252615847,0.3214285714285714,0
94,2,0.695,0.56,0.19,0.5284221710642819,0.39475453934095484,0.45029624753127057,0.4818136522172397,0.5,0
95,2,0.665,0.535,0.195,0.5680892509296972,0.38634835238735704,0.5102040816326529,0.476831091180867,0.4642857142857143,0
96,2,0.535,0.435,0.15,0.25606516734549317,0.18022864828513777,0.18169848584595127,0.247633283507723,0.2857142857142857,0
97,2,0.47,0.375,0.13,0.18452275544536922,0.1432414256893073,0.17314022383146807,0.1429995017438964,0.25,0
98,2,0.47,0.37,0.13,0.1843456702673986,0.13449899125756556,0.17445687952600394,0.1629297458893872,0.2142857142857143,0
99,0,0.475,0.375,0.125,0.20417921020010626,0.18594485541358438,0.11125740618828177,0.15296462381664178,0.3214285714285714,0
100,1,0.36,0.265,0.095,0.08128209668850718,0.06993947545393409,0.059907834101382486,0.07324364723467863,0.2142857142857143,0
101,2,0.55,0.435,0.145,0.29785726934655565,0.21990585070611962,0.25148123765635283,0.2526158445440957,0.5,0
102,2,0.53,0.435,0.16,0.312024083584204,0.21183591123066575,0.21527320605661604,0.33233682112605883,0.5,0
103,2,0.53,0.415,0.14,0.255710996989552,0.2081371889710827,0.21988150098749176,0.20279023418036873,0.3214285714285714,0
104,2,0.605,0.47,0.16,0.4149105719851248,0.33389374579690645,0.3159973666886109,0.3423019431988042,0.39285714285714285,0
105,0,0.52,0.41,0.155,0.2567735080573756,0.19502353732347003,0.24094799210006582,0.23268560039860492,0.39285714285714285,0
106,0,0.545,0.43,0.165,0.2833362847529662,0.1967047747141896,0.24028966425279785,0.2775286497259592,0.35714285714285715,0
107,0,0.5,0.4,0.125,0.23570037187887372,0.17484868863483521,0.17248189598420013,0.21773791728948683,0.3214285714285714,0
108,0,0.51,0.39,0.135,0.22365857977687265,0.1546738399462004,0.23502304147465433,0.19780767314399605,0.2857142857142857,0
109,0,0.435,0.395,0.105,0.12803258367274659,0.09078681909885676,0.1283739302172482,0.1280518186347783,0.2857142857142857,0
110,2,0.495,0.395,0.125,0.19107490703028154,0.15904505716207126,0.17643186306780775,0.15296462381664178,0.2857142857142857,0
111,2,0.465,0.36,0.105,0.1519390826987781,0.11499663752521853,0.14022383146807108,0.17289486796213255,0.2857142857142857,0
112,1,0.435,0.32,0.08,0.11705330263856915,0.0991930060524546,0.08294930875576036,0.10313901345291482,0.2857142857142857,0
113,2,0.425,0.35,0.105,0.1384806091730122,0.08675184936112978,0.08229098090849242,0.1629297458893872,0.2857142857142857,0
114,0,0.545,0.41,0.125,0.24490880113334515,0.1993947545393409,0.19157340355497035,0.20777279521674144,0.35714285714285715,0
115,0,0.53,0.415,0.115,0.20878342482734197,0.15601882985877605,0.20803159973666885,0.17787742899850525,0.35714285714285715,0
116,0,0.49,0.375,0.135,0.21622100230210733,0.17114996637525218,0.13364055299539168,0.21773791728948683,0.35714285714285715,0
117,2,0.44,0.34,0.105,0.1416681423764831,0.0870880968392737,0.12508229098090848,0.1629297458893872,0.3214285714285714,0
118,0,0.56,0.43,0.15,0.31184699840623337,0.23234700739744446,0.2258064516129032,0.30742401594419533,0.2857142857142857,0
119,2,0.405,0.305,0.085,0.0915530370108022,0.07632817753866845,0.07768268597761685,0.08320876930742405,0.25,0
120,0,0.47,0.365,0.105,0.1482202939613954,0.1089441829186281,0.1356155365371955,0.1380169407075237,0.2857142857142857,0
121,1,0.385,0.295,0.085,0.08907384451921374,0.06859448554135843,0.07504937458854509,0.08320876930742405,0.2142857142857143,0
122,0,0.515,0.425,0.14,0.27058615193908264,0.2037659717552118,0.22646477946017113,0.2526158445440957,0.4642857142857143,0
123,2,0.37,0.265,0.075,0.07508411545953603,0.059852051109616666,0.06649111257406187,0.06826108619830595,0.17857142857142855,0
124,1,0.36,0.28,0.08,0.061448556755799535,0.053799596503026216,0.06583278472679395,0.06826108619830595,0.17857142857142855,0
125,1,0.27,0.195,0.06,0.025146095271825746,0.018493611297915262,0.03028308097432521,0.028400597907324368,0.14285714285714285,0
126,1,0.375,0.275,0.09,0.08358420400212502,0.07162071284465366,0.07109940750493746,0.06826108619830595,0.17857142857142855,0
127,1,0.385,0.29,0.085,0.08801133345139012,0.07464694014794881,0.07965766951942066,0.07822620827105134,0.25,0
128,2,0.7,0.535,0.16,0.6104126084646715,0.42299932750504365,0.34628044766293614,0.5366218236173395,0.6428571428571428,0
129,2,0.71,0.54,0.165,0.6931113865769435,0.514794889038332,0.3429888084265964,0.7757847533632288,0.6071428571428571,0
130,2,0.595,0.48,0.165,0.4462546484859217,0.3244788164088768,0.3719552337063857,0.40707523667164924,0.5714285714285714,0
