,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,ground_truth
0,1.9532,1020.1,84.985,2.5304,20.116,1048.7,544.92,0.2044539506794163,10.799,0.17699502497297245,0.9314316182351371,0
1,1.2191,1020.1,87.523,2.3937,18.584,1045.5,548.5,0.11524911927528958,10.347,0.15300776339025837,0.9183151159690747,0
2,0.94915,1022.2,78.335,2.7789,22.264,1068.8,549.95,0.32536487166582795,11.255999999999998,0.08366801845211598,0.6637376699546788,0
3,1.0075,1021.7,76.942,2.817,23.358,1075.2,549.63,0.4050075490689484,11.702,0.07299641426272252,0.6523380431884827,0
4,1.2858,1021.6,76.732,2.8377,23.483,1076.2,549.68,0.42224458983392066,11.737,0.05308896835452327,0.6036790189282857,0
5,1.8319,1021.7,76.411,2.841,23.495,1076.4,549.92,0.5678794461238905,11.829,0.19133466208291675,0.7352163012379836,1
6,2.074,1022.0,75.97399999999998,2.7981,22.945,1073.7,549.98,0.39645193759436337,11.687,0.04989947216773228,0.610674486803519,0
7,1.7824,1022.6,73.535,2.8327,23.337,1075.7,550.01,0.41721187720181185,11.745,0.08615064010057676,0.6381658224473472,0
8,1.5930000000000002,1023.2,72.873,2.8729,23.654,1078.5,550.06,0.4448917966784096,11.772,0.08382211220960666,0.6460783790989069,0
9,1.6819,1023.8,72.441,2.9058,23.463,1077.9,550.12,0.4383492702566685,11.742,0.082520876035241,0.6443401759530788,0
10,1.9002,1024.5,71.376,2.9126,23.562,1078.2,550.12,0.4398590840463008,11.77,0.0818824876113511,0.6207624633431085,0
11,1.7797,1025.1,68.528,2.8725,23.276,1077.0,550.03,0.4301711122294918,11.782,0.085054862269532,0.6335590509197548,0
12,1.1722,1025.3,65.626,2.85,23.215,1077.3,550.09,0.4330649219929543,11.873,0.07249255213505462,0.6454385497200745,0
13,0.72327,1025.4,64.393,2.8395,23.101,1076.2,550.15,0.42526421741318576,11.797,0.057459850015409375,0.6270647827246066,0
14,0.48348,1025.8,64.14399999999999,2.8746,23.299,1078.2,549.96,0.4446401610468045,11.897,0.0482484676231894,0.6206238336443614,0
15,0.42953,1025.9,64.50399999999999,2.866,23.069000000000006,1077.0,549.73,0.43344237544036246,11.805,0.05419697584886093,0.6181178352439348,0
16,0.48238,1026.1,63.519,2.5481,20.185,1037.1,535.4,0.2000503271263212,10.86,0.3044256705524384,0.9849640095974405,0
17,0.059447,1026.0,52.124,2.4651,18.478,1048.4,548.78,0.1406643180674385,10.384,0.10949951325940097,0.8387629965342575,0
18,-0.21598,1026.7,51.978,2.5301,19.438,1050.4,546.71,0.19426270759939612,10.767,0.16841469320666666,0.9709944014929349,0
19,0.0167,1026.8,54.805,3.3399,27.408,1085.6,540.72,0.6043029693004531,12.79,0.08928632576887893,0.5303652359370834,0
20,0.68481,1026.7,56.029,4.0703,34.213,1100.0,527.71,0.8657523905385005,14.358,0.06765938920169651,0.3566942148760329,0
21,1.9995,1026.3,54.0,3.983,34.171,1100.1,530.64,0.8317815802717663,14.182,0.05788299636534407,0.35752599306851496,0
22,3.1663,1025.7,51.35,4.0683,35.162,1099.8,528.21,0.8488928032209364,14.384,0.04916324643749908,0.3468621700879765,0
23,3.6486,1025.3,51.649,4.0375,35.282,1100.0,530.04,0.8287619526925012,14.257,0.04889663977771364,0.3654172220741134,0
24,3.9207,1025.2,49.619,4.0455,34.648,1099.9,529.73,0.8301459486663314,14.253,0.05224267565465388,0.36630231938149826,0
25,3.9193,1025.1,51.181,4.04,33.944,1100.0,529.56,0.8359335681932565,14.283,0.051283870052489716,0.3612156758197813,0
26,3.0965,1024.8,55.35,4.075,33.873000000000005,1099.8,528.24,0.8526673376950178,14.342,0.052152176146286346,0.36370034657424677,0
27,1.7596,1024.7,63.278,3.9926,33.249,1100.0,529.91,0.7116714629990677,14.195,-0.08050260780200967,0.23431691624307396,1
28,0.93867,1024.8,65.617,4.0298,33.488,1100.1,528.95,0.8592098641167591,14.312,0.058655911085455995,0.3732018128499066,0
29,0.50713,1024.6,66.25399999999999,4.0629,33.794000000000004,1100.0,528.12,0.8690236537493712,14.401,0.056863042446715355,0.37274326846174344,0
30,0.15533,1024.3,66.477,2.9394,24.671,1076.2,548.33,0.44916960241570214,11.824000000000002,0.0885549919039629,0.6307757931218341,0
31,0.052442,1024.0,64.82300000000001,2.7916,23.298,1070.9,550.23,0.3826119778560646,11.546,0.0841156241286365,0.6503865635830444,0
32,-0.0821,1023.7,64.949,2.872,23.898000000000003,1075.4,550.21,0.4246351283341723,11.737,0.08750079492811405,0.635350573180485,0
33,-0.51781,1023.3,69.28699999999999,2.867,23.692,1075.1,550.34,0.4246351283341723,11.734000000000002,0.07556219762157508,0.6338256464942682,0
34,-0.9986,1022.8,70.71,2.9023,23.462,1075.1,550.3,0.41532460996477116,11.71,0.04071254910209812,0.6212636630231937,0
35,-1.0841,1022.3,70.733,2.8280000000000003,22.604,1071.9,550.31,0.382360342224459,11.526,0.03821280592502727,0.6162729938683017,0
36,-1.1782,1022.1,71.123,2.5283,19.552,1034.3,536.35,0.1594111726220433,10.667,0.0802730639220041,0.90733137829912,0
37,-0.7610100000000001,1021.7,67.056,2.508,19.129,1052.0,549.65,0.18042274786109713,10.613,0.11266455011960612,0.7035243934950679,0
38,0.087578,1021.7,65.819,2.6304,20.108,1056.6,549.4,0.229994967287368,10.877,0.10559091287098683,0.680735803785657,0
39,1.4518,1021.5,61.996,3.0252,25.074,1077.7,549.91,0.42035732259687997,11.856,0.02691504297503681,0.6107811250333243,0
40,2.4984,1021.4,63.047,4.1293,34.459,1099.8,527.35,0.8564418721690992,14.409,0.00642399753449988,0.36471340975739797,0
41,3.3266,1021.7,66.119,4.0339,33.462,1100.0,530.37,0.8326623049823854,14.227,0.016222892951311265,0.38432418021860826,0
42,4.2115,1021.5,61.488,4.0265,33.495,1100.0,530.83,0.8219677906391547,14.152,0.061229032242284306,0.4033697680618501,0
43,5.1391,1021.5,59.337,3.9638,32.723,1100.1,532.72,0.8044791142425771,14.061,0.07043063090386996,0.4154625433217807,0
44,5.0453,1021.6,57.228,4.0197,33.137,1100.0,531.09,0.8179416205334678,14.126,0.06836137187470955,0.40631298320447873,0
45,4.6618,1021.6,60.676,4.0345,33.256,1099.9,530.44,0.8247357825868142,14.136,0.06043410412824515,0.3818608371101039,0
46,4.4074,1021.9,60.947,4.0935,33.836,1100.0,528.77,0.8405888273779569,14.263,0.060869480141472754,0.36585443881631563,0
47,4.2810000000000015,1021.9,60.558,4.0705,33.955,1099.9,529.29,0.8365626572722695,14.219,0.05902035505158472,0.3740442548653692,0
48,3.7958,1021.8,60.91,4.0723,33.994,1099.9,529.04,0.8463764469048816,14.306,0.060108795084653735,0.37965342575313243,0
49,3.3547,1021.6,62.1,4.0714,33.827,1099.9,529.08,0.8449924509310518,14.293,0.06002563337426195,0.3791522260730471,0
50,2.8923,1021.1,66.42399999999999,4.0722,33.914,1100.0,528.86,0.8540513336688476,14.294,0.05857764124038137,0.37806451612903214,0
51,2.0483,1021.1,71.357,4.1103,34.151,1099.9,527.93,0.8638651233014596,14.372,0.058445560876817945,0.36942681951479595,0
52,1.83,1020.5,73.273,3.5265,29.696,1087.6,538.34,0.6498490186210366,13.083,0.08338184433106188,0.49408691015729134,0
53,1.8904,1019.7,74.19800000000002,2.9362,25.038,1077.7,549.88,0.4438852541519882,11.812,0.08581310139369243,0.5979952012796588,0
54,1.917,1018.8,74.153,2.6924,23.067,1058.9,547.08,-0.0957766312722278,11.130999999999998,-0.24095910088904804,0.26336301637348636,1
55,1.9133,1017.8,74.163,2.6152,21.753,1055.2,549.48,0.21036738802214394,10.778,0.1571316058526277,0.8020794454812049,0
56,1.7046,1017.3,75.115,2.5992,20.61,1053.4,550.29,0.1794162053346755,10.687,0.12695124277838385,0.6092135430551849,0
57,1.3545,1016.5,75.283,2.5712,20.164,1053.4,549.79,0.18105183694011062,10.554,0.10484490341011932,0.588259130898427,0
58,0.97337,1015.4,76.16,2.5844,19.853,1053.2,549.65,0.18029693004529435,10.624,0.11403671834107064,0.5899866702212745,0
59,1.0745,1014.4,77.225,2.5986,19.954,1053.7,549.66,0.5049103385836549,10.749,0.43551701762635503,0.9201969731023212,1
60,1.5034,1013.5,76.696,2.5787,20.342,1054.0,549.66,0.1855812783090085,10.747,0.11900440757065077,0.6207944548120501,0
61,1.8859,1012.5,76.903,2.5678,20.181,1055.2,550.19,0.19891796678409657,10.656,0.11716751214405566,0.6156225006664889,0
62,4.7414,1011.4,85.32799999999997,2.6405,21.901,1052.4,549.63,0.17287367891293415,10.519,0.11307791273890647,0.5476726206344974,0
63,8.4217,1010.3,74.105,2.6344,22.02,1051.8,549.77,0.17199295420231508,10.495,0.11807984502570676,0.5427565982404688,0
64,9.716,1009.5,70.263,2.886,24.746,1064.6,549.71,0.290135883241067,11.222,0.0958414252938788,0.5082271394294853,0
65,10.74,1008.8,68.654,3.1704,27.375,1079.5,549.77,0.4282838449924511,11.809,0.06654159797672451,0.46359904025593157,0
66,11.415,1007.9,66.92699999999999,3.1611,26.64,1078.3,549.86,0.41557624559637674,11.874,0.07730125574182692,0.4646440949080245,0
67,11.765999999999998,1007.1,67.464,3.13,26.477,1078.3,549.95,0.4177151484650228,11.916,0.07966891855533434,0.4665102639296187,0
68,11.353,1006.9,72.516,3.0802,26.554,1076.3,550.04,0.3994715651736287,11.838,0.08175774504576341,0.46495334577446,0
69,10.692,1006.9,78.953,3.1014,25.786,1077.9,550.13,0.41784096628082534,11.747,0.08056412990837537,0.45357504665422543,0
70,9.9885,1006.9,85.275,3.0723,24.405,1078.0,550.2,0.42161550075490695,11.71,0.08052744091849665,0.4565502532657958,0
71,9.2895,1007.2,84.281,3.0692,24.161,1077.8,550.26,0.42476094614997484,11.75,0.0796199999021627,0.45816049053585706,0
72,8.3505,1008.0,80.518,2.943,23.742,1077.1,550.32,0.42035732259687997,11.723,0.08311523767127645,0.48572647294054905,0
73,7.5733,1009.0,71.839,2.9088,23.677,1076.0,550.17,0.4087820835430296,11.76,0.08283150948288091,0.5091655558517728,0
74,7.1961,1009.9,65.087,2.7265,22.157,1059.1,544.67,0.2993205837946653,11.25,0.15910058164278623,0.7452199413489734,0
75,6.2532,1011.3,66.84100000000001,2.5992,20.695,1058.3,550.3,0.24245093105183702,10.942,0.10587708699204094,0.5460943748333776,0
76,5.6855,1011.7,69.495,2.9821,23.819000000000006,1076.9,550.16,0.4214896829391044,11.844,0.07968359415128583,0.5321354305518528,0
77,5.5742,1011.9,67.438,2.7617,22.126,1063.0,547.48,0.31479617513839964,11.311,0.12279315725879437,0.5891975473207144,0
78,5.4146,1012.1,67.829,2.4292,19.099,1039.2,544.78,0.1231756416708607,10.418,0.18605965140567754,0.6521034390829111,0
79,4.913,1012.3,63.164,2.6541,21.101,1059.7,548.58,0.27352793155510824,11.095999999999998,0.1251143473517887,0.6535217275393227,0
80,4.2385,1012.3,66.918,2.9730000000000003,23.696,1077.6,550.05,0.42664821338701575,11.796,0.08352126249260106,0.553367102106105,0
81,3.6407,1012.2,67.55199999999999,3.2381,26.106,1084.6,545.87,0.5312028183190742,12.351,0.0795392841244295,0.5238389762729938,0
82,2.9389,1012.4,72.17,4.0072,33.012,1100.1,532.02,0.8161801711122292,14.125,0.06276018608655667,0.38188216475606496,0
83,3.8495,1012.7,68.282,3.9494,32.48,1099.9,533.8,0.7965525918470056,13.98,0.057498984937946696,0.40226073047187416,0
84,4.9438,1012.6,64.03699999999999,3.9315,32.645,1100.1,532.94,0.8020885757423255,14.015,0.06466067576227491,0.4072300719808051,0
85,5.5877,1012.4,61.39100000000001,3.8774,31.869,1099.9,535.61,0.776295923502768,13.857,0.05854095225050264,0.4252519328179152,0
86,5.9879,1012.1,62.305,3.9754,32.876,1099.9,533.43,0.7929038751887265,13.977,0.06926147509306775,0.40475606504932005,0
87,6.3757,1011.7,59.324,3.8344,32.126,1098.4,536.59,0.7454705586311026,13.714,0.07171719148228412,0.43385763796320975,0
88,7.0174,1011.5,52.002,2.9854,26.928,1078.1,549.88,0.4305485656768999,11.783,0.0851355780472652,0.538736336976806,0
89,7.3889999999999985,1011.7,50.07,3.0378,27.808000000000003,1080.0,550.03,0.45093105183694027,11.890999999999998,0.0779323063677411,0.5250973073846973,0
90,6.6267,1012.2,53.331,2.9944,26.414,1077.4,550.11,0.4280322093608455,11.707,0.09411459683691989,0.5455291922154091,0
91,5.5087,1012.7,55.56100000000001,3.0092,24.334,1077.9,550.05,0.43784599899345755,11.778,0.08964098600437333,0.5499226872833908,0
