,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,ground_truth
0,0.0,0.18,0.06781524926686218,0,0.31481481481481477,0.5775052692086607,0.6416065911431514,0.26920313906646415,1,0.20801526717557245,0.2872340425531916,0.9999999999999999,0.08967991169977926,0.4222222222222222,0
1,0.0002359225391784276,0.0,0.2423020527859238,0,0.17283950617283939,0.5479977007089482,0.7826982492276005,0.3489619801944185,2,0.10496183206106868,0.5531914893617023,0.9999999999999999,0.2044701986754967,0.36888888888888893,0
2,0.00023569774400055392,0.0,0.2423020527859238,0,0.17283950617283939,0.6943858976815481,0.5993820803295572,0.3489619801944185,2,0.10496183206106868,0.5531914893617023,0.9897372535175752,0.06346578366445917,0.66,0
3,0.0002927957191804687,0.0,0.06304985337243403,0,0.15020576131687247,0.6585552787890402,0.44181256436663235,0.44854458983895457,3,0.06679389312977096,0.6489361702127658,0.9942760603156993,0.03338852097130243,0.6311111111111111,0
4,0.0007050700754007986,0.0,0.06304985337243403,0,0.15020576131687247,0.6871048093504503,0.5283213182286303,0.44854458983895457,3,0.06679389312977096,0.6489361702127658,0.9999999999999999,0.09933774834437087,1.004979071372988,1
5,0.000264471526768385,0.0,0.06304985337243403,0,0.15020576131687247,0.5497221689978923,0.5746652935118435,0.44854458983895457,3,0.06679389312977096,0.6489361702127658,0.9929900650562308,0.09602649006622516,0.5266666666666666,0
6,0.000921323036515279,0.125,0.27162756598240473,0,0.28600823045267487,0.4696301973558151,0.6560247167868176,0.4029226418354264,5,0.2366412213740458,0.2765957446808509,0.9967219728680217,0.29525386313465785,0.39777777777777773,0
7,0.0015536718718739421,0.125,0.27162756598240473,0,0.28600823045267487,0.5002874113814907,0.9598352214212151,0.43838718184215547,5,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.4806843267108167,0.4911111111111112,0
8,0.0023032513924937294,0.125,0.27162756598240473,0,0.28600823045267487,0.3966277064571758,1.0,0.4503541907264775,5,0.2366412213740458,0.2765957446808509,0.9741035856573705,0.7781456953642383,0.2555555555555556,0
9,0.0018401733260739476,0.125,0.27162756598240473,0,0.28600823045267487,0.46809733665453146,0.8547888774459321,0.49673089688912336,5,0.2366412213740458,0.2765957446808509,0.9743053104039537,0.4241169977924945,0.3088888888888889,0
10,0.002456674101392516,0.125,0.27162756598240473,0,0.28600823045267487,0.5395669668518873,0.94129763130793,0.4744155171002738,5,0.2366412213740458,0.2765957446808509,0.988955570124565,0.5165562913907285,0.22222222222222227,0
11,0.0012492992010329788,0.125,0.27162756598240473,0,0.28600823045267487,0.469055374592834,0.82389289392379,0.4635033509443571,5,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.31843267108167767,0.3088888888888889,0
12,0.0009830293128416045,0.125,0.27162756598240473,0,0.28600823045267487,0.4460624640735774,0.3717816683831102,0.3929561967463558,5,0.2366412213740458,0.2765957446808509,0.983862020273337,0.38576158940397354,0.3711111111111111,0
13,0.007007315284678365,0.0,0.28152492668621704,0,0.31481481481481477,0.4575589193332056,0.6065911431513903,0.325355327410452,4,0.22900763358778625,0.8936170212765959,0.9999999999999999,0.1801876379690949,-0.1470240833695261,1
14,0.007099481307606575,0.0,0.28152492668621704,0,0.31481481481481477,0.48572523471929496,0.8403707518022657,0.30302176067800923,4,0.22900763358778625,0.8936170212765959,0.9574360784709264,0.23537527593818985,0.4783839509549896,1
15,0.006980677056100335,0.0,0.28152492668621704,0,0.31481481481481477,0.4355240467522513,0.5520082389289392,0.3063590648273604,4,0.22900763358778625,0.8936170212765959,0.9967724040546674,0.1859823399558499,0.3311111111111111,0
16,0.011774883814612317,0.0,0.28152492668621704,0,0.31481481481481477,0.45487641310595894,0.2718846549948507,0.3063590648273604,4,0.22900763358778625,0.8936170212765959,0.9746583287104746,0.13383002207505518,0.6102013529359336,1
17,0.008743183648218926,0.0,0.28152492668621704,0,0.31481481481481477,0.46541483042728504,0.811534500514933,0.2844710782129509,4,0.22900763358778625,0.8936170212765959,0.9744061727772455,0.35706401766004414,0.11241678027300644,1
18,0.008951231585341017,0.0,0.28152492668621704,0,0.31481481481481477,0.3630963786165934,0.34706488156539655,0.24251379934345135,4,0.22900763358778625,0.8936170212765959,0.7278985324524686,0.2748344370860927,0.3377777777777778,0
19,0.008086781728827779,0.0,0.28152492668621704,0,0.31481481481481477,0.41502203487258094,0.685890834191555,0.24251379934345135,4,0.22900763358778625,0.8936170212765959,0.984996721972868,0.26352097130242824,0.29333333333333333,0
20,0.013998782509316635,0.0,0.28152492668621704,0,0.31481481481481477,0.384939643609887,0.98043254376931,0.24264110794860366,4,0.22900763358778625,0.8936170212765959,0.9487366987745222,0.5322847682119205,0.19111111111111112,0
21,0.009505688891566449,0.0,0.28152492668621704,0,0.31481481481481477,0.46062464073577314,0.8887744593202884,0.2621375114805081,4,0.22900763358778625,0.8936170212765959,0.9889807857178878,0.33388520971302427,0.3244444444444445,0
22,0.013781630367490662,0.0,0.28152492668621704,0,0.31481481481481477,0.4945391837516767,0.9145211122554068,0.25891842246451274,4,0.22900763358778625,0.8936170212765959,0.9999999999999999,0.46881898454746135,0.22666666666666668,0
23,0.011038679607076012,0.0,0.28152492668621704,0,0.31481481481481477,0.43150028741138147,1.0,0.26967599959988725,4,0.22900763358778625,0.8936170212765959,0.994049119975793,0.5008278145695364,0.21111111111111114,0
24,0.00836170623136729,0.0,0.28152492668621704,0,0.31481481481481477,0.4527687296416939,0.9392378990731204,0.2973565277487292,4,0.22900763358778625,0.8936170212765959,0.9935195925160119,0.40204194260485654,0.23555555555555557,0
25,0.009376431664289083,0.0,0.28152492668621704,0,0.31481481481481477,0.3904962636520407,0.8527291452111225,0.30235793723685767,4,0.22900763358778625,0.8936170212765959,0.764284633617429,0.4078366445916115,0.19777777777777783,0
26,0.007481071122047147,0.0,0.28152492668621704,0,0.31481481481481477,0.43150028741138147,0.9001029866117405,0.32303649210231977,4,0.22900763358778625,0.8936170212765959,0.9495183821675324,0.3609271523178808,0.25777777777777783,0
27,0.010671589081608293,0.0,0.28152492668621704,0,0.31481481481481477,0.4763364629239316,0.8846549948506693,0.30224881557529854,4,0.22900763358778625,0.8936170212765959,0.7717484492410106,0.429083885209713,0.2177777777777778,0
28,0.008617185951020727,0.0,0.28152492668621704,0,0.31481481481481477,0.562176662195823,0.9423274974253347,0.3023670307086542,4,0.22900763358778625,0.8936170212765959,0.9774068283826719,0.30546357615894043,0.29777777777777775,0
29,0.011196261026765464,0.0,0.28152492668621704,0,0.31481481481481477,0.5964744203870475,0.8692070030895983,0.282752412043394,4,0.22900763358778625,0.8936170212765959,0.9579656059307076,0.2828366445916115,0.35555555555555557,0
30,0.012638996478358745,0.0,0.28152492668621704,0,0.31481481481481477,0.4123395286453343,0.9392378990731204,0.2822068037355982,4,0.22900763358778625,0.8936170212765959,0.9073831257249484,0.5758830022075054,0.1711111111111111,0
31,0.015155690892243534,0.0,0.28152492668621704,0,0.31481481481481477,0.4811266526154435,1.0,0.2769325900935718,4,0.22900763358778625,0.8936170212765959,0.9491401482676888,0.31208609271523174,0.21111111111111114,0
32,0.015529637670636401,0.0,0.28152492668621704,0,0.31481481481481477,0.45775052692086604,0.8146240988671473,0.260109667269867,4,0.22900763358778625,0.8936170212765959,0.5857078017045741,0.7168874172185431,0.18222222222222223,0
33,0.012874019836825677,0.0,0.28152492668621704,0,0.31481481481481477,0.4100402375934086,0.9485066941297631,0.24166810646636777,4,0.22900763358778625,0.8936170212765959,0.9038529426597407,0.4586092715231788,0.18,0
34,0.018056672662703378,0.0,0.28152492668621704,0,0.31481481481481477,0.48572523471929496,0.9680741503604532,0.2391764951941001,4,0.22900763358778625,0.8936170212765959,0.6253214988148671,0.5135209713024282,0.18888888888888888,0
35,0.0006502200519996206,0.0,0.20161290322580644,0,0.23456790123456794,0.454493197930638,0.6725025746652935,0.20284807536669425,5,0.17557251908396948,0.7021276595744679,0.9999999999999999,0.2193708609271523,0.3088888888888889,0
36,0.0010241668303924878,0.0,0.20161290322580644,0,0.23456790123456794,0.43686529986587475,0.6024716786817713,0.20444852640289535,5,0.17557251908396948,0.7021276595744679,0.9512330425134904,0.2671081677704194,0.33333333333333337,0
37,0.0008297190015317544,0.0,0.20161290322580644,0,0.23456790123456794,0.43858976815481887,0.39752832131822863,0.25503551000736574,5,0.17557251908396948,0.7021276595744679,0.9999999999999999,0.19426048565121412,0.35555555555555557,0
38,0.0018964845181313047,0.0,0.20161290322580644,0,0.23456790123456794,0.4608162483234336,0.28115345005149334,0.24713328301612275,5,0.17557251908396948,0.7021276595744679,0.99125018911695,0.2317880794701987,0.43777777777777777,0
39,0.0002395192620244065,0.75,0.09127565982404694,0,0.08847736625514402,0.5813374209618701,0.1946446961894954,0.38842764779165034,3,0.12404580152671751,0.6063829787234043,0.9967976196479903,0.07146799116997793,0.5733333333333334,0
40,0.00030650822503076316,0.75,0.09127565982404694,0,0.08847736625514402,0.6635370760682123,0.13285272914521115,0.38842764779165034,3,0.12404580152671751,0.6063829787234043,0.9967724040546674,0.006898454746136866,0.6644444444444444,0
41,0.0013613595972030085,0.0,0.23643695014662755,0,0.12962962962962965,0.6148687488024526,0.0,0.41750857059716834,3,0.08778625954198471,0.5638297872340423,0.9710272832719755,0.0858167770419426,0.48000000000000004,0
42,0.0015193906072482057,0.0,0.23643695014662755,0,0.12962962962962965,0.4997125886185093,0.03810504634397528,0.41750857059716834,3,0.08778625954198471,0.5638297872340423,0.9658833022341016,0.11258278145695363,0.4511111111111112,0
