,con_num0,con_num1,con_num2,con_num_cat0,con_num_cat1,behave_num0,behave_num1,behave_num2,behave_num3,behave_num4
0,2.161719827496941,0.7288381062044438,0.7906160146998793,8,9,2.7536212961674402,1.0831719948817797,2.7497404395873883,3.1246701791736946,1.716374815642435
1,1.1480037454332221,0.9667156874370527,0.8928464058222088,5,5,2.182317025691648,1.0243761779059293,2.197079258879445,2.817562222826828,1.3143901558226825
2,0.196567401769571,0.5401738924216002,0.9854651772830033,4,1,1.1740043021413686,0.7515746474621348,1.1949536380953645,2.22352017246443,0.9627359073650271
3,-0.10332331244226434,0.9245501183140473,0.7938387855543043,7,5,1.5947968498486962,0.893320084164525,1.568877509749871,3.0267297979386454,1.19306302130413
4,1.5971917118327248,1.051513373823398,0.8260240946849027,0,11,1.9472502538255374,1.1437860768735784,2.4502561606664246,1.461246140076815,0.4174922330620983
5,1.5428652137885062,0.2216686571762736,0.7061952630601633,6,0,1.7631712601591314,0.5427427879439372,1.5058782705389517,2.0918089136325393,1.4787806625927904
6,0.43513670401649907,0.23431746189865543,0.7530811444980073,7,1,1.401011499717834,0.6639145263400772,1.3084087527611123,2.3751543917815097,1.3319356302807623
7,-0.15849136783314632,0.354375754743706,0.8115699467734363,12,4,1.6025139328394065,0.9021875455151633,1.5902400992011416,3.0636874970091443,1.481645859703221
8,1.1392801952132698,0.7923219933673322,0.7277270790879997,8,12,2.4341907864131436,1.1201527750853209,2.4936315816838723,3.211218081298415,1.5679750430270258
9,1.3036688807717414,1.1172336158432983,0.7821522023218127,13,6,2.5977931344324823,0.9868791634776142,2.3720043480004565,3.631580789352084,1.8398556161263886
10,0.5408698056849,1.6173829412419816,0.8102678277791253,10,0,1.7530096495855183,0.5709986809349374,1.1586080260861433,3.271949094256556,1.5095933948042282
11,-0.0355118405113769,2.2862049566973632,0.9435075569896921,8,1,1.5837581299466734,0.7594405804001204,1.092310692176423,3.509419691418408,1.2569434957389756
12,0.8545385348251205,0.9702177329998595,0.6741102432873387,11,3,2.1830012812200708,0.8145878786047199,1.8515760308051725,3.3102904480327595,1.644470483051699
13,1.1993706736435465,0.6047026266419324,0.8191748149290712,12,8,2.446941373614406,1.0602208487863194,2.4395930075260397,3.3756404669571767,1.7493878034966026
14,0.4506285976566804,-0.5133082316461726,0.7034436689613681,7,7,1.829902241834755,0.9575697170758725,1.9024477959557289,2.84376633659406,1.332455296838929
15,1.0416629536456175,1.0162579044826068,0.858252457833187,9,9,2.411132878687066,1.1128623225506913,2.386696708376614,3.4096648268776315,1.6079469383949214
16,1.1198479911969204,0.7674786591289083,0.8672304039261963,2,8,1.9768746282317848,1.1080310233607726,2.2700062859206196,2.205108829157144,0.9696950290055705
17,1.738894201730517,0.6592395648286392,0.9612275732423712,5,3,2.250447324801178,0.9861672065155342,2.2619023772529094,2.5896267168789153,1.4386284246806897
18,0.5030375587565041,0.48532886159116156,0.7236083987275793,4,10,1.752906297042639,1.0264026578475365,2.0274214090090226,2.4861940389068913,1.0859486373107767
19,-0.0639927736296827,0.5034721738902384,0.7881493924465172,2,6,1.147011756806258,0.9544846377009928,1.491659085501844,1.9931023595473334,0.6539232068674846
20,0.7818789896175435,1.0566385528839053,0.8625484788214007,1,10,1.758327610298496,1.1351856288557454,2.155040351321373,2.061809285588084,0.6405937785193578
21,2.1666199107088486,1.2383529842984018,0.8461182061489678,1,2,2.065378749705401,0.8701730453723036,2.137300408546609,1.8769419748462444,0.8748996123200876
